id,title,lyrics,label
475,Good Night,"Now it’s time to say good night
Good night, sleep tight
Now the sun turns out his light
Good night, sleep tight
Dream sweet dreams for me
Dream sweet dreams for you

Close your eyes and I’ll close mine
Good night, sleep tight
Now the moon begins to shine
Good night, sleep tight
Dream sweet dreams for me
Dream sweet dreams for you

Close your eyes and I’ll close mine
Good night, sleep tight
And now the sun turns out his light
Good night, sleep tight
Dream sweet dreams for me
Dream sweet dreams for you",clean
476,Kumbaya,"Kumbaya, Lord, kumbaya
Kumbaya, Lord, kumbaya
Kumbaya, Lord, kumbaya
Oh, Lord, kumbaya

Someone’s prayin’, Lord, kumbaya
Someone’s prayin’, Lord, kumbaya
Someone’s prayin’, Lord, kumbaya
Oh, Lord, kumbaya

Someone’s singin’, Lord, kumbaya
Someone’s singin’, Lord, kumbaya
Someone’s singin’, Lord, kumbaya
Oh, Lord, kumbaya

Kumbaya, Lord, kumbaya
Kumbaya, Lord, kumbaya
Kumbaya, Lord, kumbaya
Oh, Lord, kumbaya
Oh, Lord, kumbaya
Oh, Lord, kumbaya",clean
477,Lullaby And Good Night,"Lullaby and good night
Now the daytime is over
Time to slip up to your dreamland
I will keep you safe and warm
Lullaby and good night
There is nothing to fear
Lullaby and good night
When you wake I’ll be near
Lullaby and good night
There is nothing to fear
Lullaby and good night
When you wake I’ll be near",clean
478,Our House,"I’ll light the fire
You place the flowers
In the vase that you bought
Today
Staring at the fire
For hours and hours
While I listen to you
Play your love songs
All night long for me-e-e
Only for me-e-
Come to me now
(To me now)
And rest your head
For just five minutes
Everything is done
Such a cozy room
(Such a cozy room)
The windows are illuminated
By the evening sunshine thru them
Fiery gems for you-
Only for you-

Our house
Is a very very very fine house
With two cats in the yard
Life used to be so hard
Now everything is easy
‘Cause of you-
And l-o-v-e

La la lalala la la lala la la
Lala lala
La lalala lala lala lala la
Lalala la
La la lala lala lalala lalala lala lala
Our house
Is a very very very fine house
With two cats in the yard
Life used to be so hard
Now everything is easy
‘Cause of you-
And love

I’ll light the fire
While I place the flowers
In the vase that we bought
Toda-a-a-y",clean
479,Ring Around The Rosy,"Ring around the rosy
Pocket full of posies
Ashes, ashes
We all fall down",clean
480,St. Judy’s Comet,"Oh little sleepy boy
Do you know what time it is?
Well, the hour of your bedtime’s
Long been past
And though I know you’re fighting it
I can tell when you rub your eyes
You’re fading fast
Oh fading fast
Won’t you run come see St. Judy’s Comet
Roll across the skies
And leave a spray of diamonds in its wake
I long to see St. Judy’s Comet
Sparkle in your eyes
When you awake
Oh when you awake-awake
Little boy little boy
Won’t you lay your body down
Little boy little boy
Won’t you close your weary eyes
Ain’t nothing flashing
But the fireflies
Oh little sleepy boy
Do you know what time it is?
Well, the hour of your betime’s
Long been past
Though I know you’re fighting it
I cant ell when you rub your eyes
That you’re fading fast
Oh fading fast
Oooo fading fast
Fading fast",clean
481,Ten In The Bed,"There were ten in the bed
And the little one said,
“Roll over! Roll over!”
So they all rolled over and
one fell out

There were nine in the bed
And the little one said,
“Roll over! Roll over!”
So they all rolled over
And one fell out

There were eight in the bed
And the little one said,
“Roll over! Roll over!”
So they all rolled over and one fell out

There were seven in the bed
And the little one said,
“Roll over! Roll over!”
So they all rolled over and one fell out

There were six in the bed
And the little one said,
“Roll over! Roll over!”
So they all rolled over and one fell out

There were five in the bed
And the little one said,
“Roll over! Roll over!”
So they all rolled over and one fell out

There were four in the bed
And the little one said,
“Roll over! Roll over!”
So they all rolled over and one fell out

There were three in the bed
And the little one said,
“Roll over! Roll over!”
So they all rolled over and one fell out

There were two in the bed
And the little one said,
“Roll over! Roll over!”
So they all rolled over and one fell out

There was one in the bed
And the little one said,

“Alone at last!”",clean
482,Tomorrow Is A Dream Away,"There are lots of things
I can tell you
Every sandman has got to know
You’ve got to have experience
Before you become a pro
Now I don’t mean to sound
Too conceited
But I think that I am the best

There’s a talent to knowing
When it’s time to play and
Time to rest
So good night
Sleep tight
It’s the end of a busy day
G-o-od night
Sleep tight
Tomorrow is a dream away

Maybe reading a special story
Or singing a happy tune
No matter if you try to fight it
You know dreamland is coming soon
So good night
Sleep tight
It’s the end of a busy day
Go-o-od night
Sleep tight
Tomorrow is a dre-e-am away
Tomrrow is a dream away
Tomorrow is a dream
(shhh) away",clean
483,Alouette,"Alouette, gentille alouette
Alouette, je te plumerai
Aloutette, gentille alouette
Alouette, je te plumerai
Je te plumerai la tete
Je te plumerai la tete
Et la tete
Et la tete
Alouett’
Alouett’
Oh,

Alouette, gentille alouette
Alouette, je te plumerai
Je te plumerai le bec
Je te plumerai le bec
Et le bec
Et le bec
Et la tete
Et la tete
Alouett’
Alouett’
Oh,

Alouette, gentille alouette
Alouette, je te plumerai
Je te plumerai le nez
Je te plumerai le nez
Et le nez
Et le nez
Et le bec
Et le bec
Et la tete
Et la tete
Alouett’
Alouett’
Oh,

Alouette, gentille alouette
Alouette, je te plumerai
Je te plumerai le cou
Je te plumerai le cou
Et le cou
Et le cou
Et le nez
Et le nez
Et le bec
Et le bec
Et la tete
Et la tete
Alouette’
Alouette’
Oh,

Alouette, gentille alouette
Alouette, je te plumerai
Je te plumerai le dos
Je te plumerai le dos
Et le dos
Et le dos
Et le cou
Et le cou
Et le nez
Et le nez
Et le bec
Et le bec
Et la tete
Et la tete
Alouett’
Alouett’
Oh,

Alouette, gentille alouette
Alouette je te plumerai
Alouette, gentille alouette
Alouette je te plumerai",clean
484,Bicycle Built For Two,"Daisy, Daisy, give me your answer true
I’m half crazy over the love of you
It won’t be a stylish marriage
I can’t afford a carriage
But you’ll look sweet
Upon the seat
Of a bicycle built for two

Ruby, Ruby, give me your answer true
Will you let me peddle along with you
When you and I go cruisin’
You’ll thank me for choosin’
You to come and have some fun
On a bicycle built for two

Billy, Billy, give me your answer true
I love riding, do you love it too
Slow or fast or faster
You lead, I’ll follow after
The path flies by as you and I
Ride a bicycle built for two

A bicycle built for two",clean
485,Whistle While You Work,"Just whistle while you work
(whistle)
Put on the grin
And start right in
To whistle loud and long
Just hum a merry tune
(hum)
Just do your best
Then take a rest
And sing yourself a song
When there’s too much to do
Don’t let it bother you
Forget your trouble
Try to be
Just like the cheerful chickadee
And whistle while you work
(whistle)
Come on get smart
Tune up and start
To whistle while you work

When there’s too much to do
Don’t let it bother you
Forget your trouble
Try to be
Just like the cheerful chickadee
And whistle while you work
(whistle)
Come on get smart
Tune up and start
To whistle while you work
Come on get smart
Tune up and start
To whistle while you work
Come on get smart
Tune up and start
To whistle while you work",clean
486,Do The Silly Willy,"I have my own dance
And it’s named after me
And I’ll teach it to you
In a one- two- three
It’s called the Silly Willy
If you follow along
You’ll be doin’ it
Before very long

Snappin’ your fingers
Is the first thing to do
Snappin’ your fingers
Is the first thing to do
And clappin’ your hands
Is number two
And clappin’ your hands
Is number two
Swing and sway and shake Hilly nilly
Now you’re doin’ the Silly Willy
Hey!
Silly Willy, Silly Willy
Flap your elbows
And wiggle your knees
Flap your elbows
And wiggle your knees
Turn around now
And do the freeze
Turn around now
And do the freeze
Kick your legs and shake Hilly nilly
Now you’re doin’ the Silly Willy
Hey! Silly Willy
Let’s put together
What we’ve got
Don’t you know the Silly Willy
Is so hot
Come on now
And join right in
You’re gonna want to do it
Again and again Oh!
Clap clap
Do the Silly Willy Jump jump
Do the Silly Willy Swing swing
Do the Silly Willy Shake shake
Do the Silly Willy
Hey!

Wasn’t that fun
Doin’ what you just did
Wasn’t that fun
Doin’ what you just did
Isn’t it great
Just being a kid
Isn’t it great
Just being a kid
Boogie down low and shake
Hilly nilly
Now you’re doin’ the Silly Willy
Hey!
Silly Willy, Silly Willy
Clap clap
Do the Silly Willy! Jump jump
Do the Silly Willy! Swing swing
Do the Silly Willy! Shake shake
Do the Silly Willy!
Silly Willy, Silly Willy
Do the Silly Willy",clean
487,Frere Jacques,"Frere Jacques, Frere Jacques
Dormez vous? Dormez vous?
Sonnez les matines
Sonnez les matines
Din din don
Din din don
Are you sleeping?
Are you sleeping?
Brother John, Brother John
Morning bells are ringing
Morning bells are ringing
Din dang dong
Din dang dong

Sing translation in a round",clean
488,Go In And Out The Window,"Go in and out the window
Go in and out the window
Go in and out the window
And we’ll have some fun

Let’s go to the toy store
Let’s go to the toy store
Let’s go to the toy store
And pick a big surprise

We’re getting ready for the party
Finding everything we need
Just follow me through Biggleland
Now I will take the lead

Let’s go find some music
Let’s go find some music
Let’s go find some music
To make the party fun

Let’s go to the bakery
Let’s go to the bakery
Let’s go to the bakery
And get a birthday cake

We’re getting ready for the party
Finding everything we need
Just follow me through Biggleland
Now I will take the lead

Go in and out the window
Go in and out the window
Go in and out the window
And we’ll have some fun
And we’ll have some fun
And we’ll have some fun",clean
489,Here We Go Loopty Loo,"Here we go loopty loo
Here we go loopty li
Here we go loopty loo
All on a Saturday night

Here we go way down low
Here we go way up high
Here we go way down low
We really know how to fly

Here we go round and round
Here we go fast and slow
Here we go round and round
Oh what a great way to go

Here we go up and down
Here we sit side by side
Here we go up and down
Oh what a wonderful ride

Here we go loopty loo
Here we go loopty li
Here we go loopty loo
All on a Saturday night
All on a Saturday night
All on a Saturday night",clean
490,How Does Your Garden Grow?,"Mary, Mary quite contrary
How does your garden grow?
All the flowers, all the colors
All in a perfect row
First the seeds
And then the water
Keeping a little space
Daisies here, roses there
Each one has their place

Mary, Mary quite contrary
How does your garden grow?
Forget- me- nots and marigolds
Tied up in a bow
Coralbells and goldenrod
Standing up so tall
Baby’s breath, candytuft
And violets are so small

Mary, Mary quite contrary
How does your garden grow?
Lavender and hollyhocks
Grow from the seed we sow
Pretty pinks, and pale purples
Fill your garden, too
White and yellow
And blue blossoms
All for me and you
All for me and you
All for me and you",clean
491,In The Good Old Summertime,"In the good old summertime
In the good old summertime
Strolling through the shady lanes
Everything is fine
Flying kites are so much fun
Hold onto your line
Let the wind guide the way
In the good old summertime

In the good old summertime
In the good old summertime
Play hide and seek with all my friends
Let’s see who we can find
You look here and I’ll look here
Victory is mine
Hide and seek is so much fun
In the good old summertime

In the good old summertime
In the good old summertime
Playing games are so much fun
Join this team of mine
All for one and one for all
That’s a very good sign
We love to play together
In the good old summertime
We love to play together
In the good old summertime",clean
492,"Jump-Jump, Turn Around, Start Again","Will you come to the park and play with me?
We’ll slide on the slide over by the trees
The slide is smooth and we’ll go
Swoosh, swoosh, swoosh
We can play all day
Oh!
Jump- jump, turn around, start again
Jump- jump, turn around, start again

Will you come to the park and play with me?
We’ll bounce the ball over by the trees
The ball is round and it goes
Bounce, bounce, bounce
The slide is smooth and we’ll go
Swoosh, swoosh, swoosh
We can play all day
Oh!
Jump- jump, turn around, start again
Jump- jump, turn around, start again

Will you come to the park and play with me?
We’ll skip rope over by the trees
The rope goes fast and it goes
Thump, thump, thump
The ball is round and it goes
Bounce, bounce, bounce
The slide is smooth and we’ll go
Swoosh, swoosh, swoosh
We can play all day
Oh!
Jump- jump, turn around, start again
Jump- jump, turn around, start again

Will you come to the park and play with me?
We will swing over by the trees
And the swing is tall and it goes up, up, up
The rope goes fast and it goes
Thump, thump, thump
The ball is round and it goes
Bounce, bounce, bounce
The slide is smooth and we’ll go
Swoosh, swoosh, swoosh
We can play all day
Oh!
Jump- jump, turn around, start again
Jump- jump, turn around, start again",clean
493,"Let Us Dance, Let Us Play","Let us ride and let us run
Singing sweet and having fun
We’ll be happy every day
As we sing and as we play",clean
494,Little Red Caboose,"Little red caboose chug, chug, chug
Little red caboose chug, chug, chug
Little red caboose behind the train
Smoke stack on its
Back, back, back, back
Coming down the
Track, track, track, track
Little red caboose behind the train
Last car on the end, end, end, end
Racin’ round the bend, bend, bend, bend
Little red caboose behind the train

It’s my favorite car, car, car, car
Traveling so far, far, far, far
Little red caboose behind the train

When you o toot, toot, toot, toot
You look so cute, cute, cute, cute
Little red caboose behind the train

When you go toot, toot, toot, toot
You look so cute, cute, cute, cute
Little red caboose behind the train

Speeding by so fast, fast, fast, fast
Always the last, last, last, last
Little red caboose behind the train

Flying down the line, line, line, line
Always on time, time, time, time
Little red caboose behind the train

Never runnin’ late, late, late, late
Comin’ to my state, state, state, state
Little red caboose behind the train

All the kids come running down
To see the greatest train in town
Come and ride the red caboose

Repeat first two verses,
The second one twice",clean
495,"Oh, Dear, What Should The Color Be?","Oh Dear, what should the color be
Oh Dear, what should the color be
Oh Dear, what should the color be
Pierre can’t make up his mind

He’s painting a picture of
carousel horses
So many colors and so many choices
Should he pick purple or should he
pick yellow
To color the first horse in line

(Repeat chorus)

Try green on the saddle and pink on
their noses
Paint their long manes the color
of roses
We’re painting a picture that’s chock
full of colors
Pick up a brush, join the fun

(Repeat chorus twice)",clean
496,On Top Of Spaghetti,"On top of spaghetti
All covered with cheese
I lost my poor meatball
When somebody sneezed

It rolled off the table
And onto the floor
And then my poor meatball
Rolled on some more

It kept right on rolling
On down by the lake
And them my poor meatball
Passed a cute little snake

It kept right on going
And went under the gate
I must catch my poor meatball
Before it’s too late

It’s changed its direction
And it’s heading back
I think that my meatball
Is on the right track

If it stays on this trail
And keeps going straight
Then my poor meatball
Will get back to my plate
And then my poor meatball
Will get back to my plate",clean
497,"One, Two Buckle My Shoe","One, two
Buckle my shoe
Three, four
Shut the door
Five, six
Pick up sticks
Seven, eight
Don’t be late
Nine, ten
Do it over again!",clean
498,Over The River,"Over the river and through the woods
Riding my horse I go
The horse knows the way
We’re going today
We’re gonna have fun I know

Riding so fast there is no one else
That could catch up to me
It feels so good
I knew it would
To be running and riding free

Over the river and through the woods
Jumping where we can
My horse is strong
As we jump along
Do you understand oh

Riding so fast there is no one else
That could catch up to me
It feels so good
I knew it would
To be running and riding free

It feels so good
I knew it would
To be running and riding free
To be running and riding free",clean
499,Peanut Butter,"First you take the peanuts
And you crunch ‘em, you crunch ‘em
First you take the peanuts
And you crunch ‘em, you crunch ‘em

Chorus:
For your peanut, peanut butter,
And jelly
Peanut, peanut butter,
And jelly

Then you take the grapes
And you squish ‘em, you squish ‘em
Then you take the grapes
And you squish ‘em, you squish ‘em

Repeat chorus

Then you take the bread
And you spread it, you spread it
Then you take the bread
And you spread it, you spread it

Repeat chorus

Then you take your sandwich
And you eat it, you eat it
Then you take your sandwich
And you eat it, you eat it
‘Cause it’s good peanut butter,
And jelly
Good peanut butter,
And jelly

First you take the peanuts
And you crunch ‘em, you crunch ‘em
Then you take the grapes
And you squish ‘em, you squish ‘em
Then you take the bread
And you spread it, you spread it
Then you take your sandwich
And you eat it, you eat it

‘Cause it’s good peanut butter,
And jelly
Good peanut butter,
And jelly
Good peanut butter
And jelly
Good peanut butter
And jelly
Good peanut butter
And jelly",clean
500,Playmate,"Say say oh playmate
Come out and play with me
We’ll play so happily
I’ll climb the twistee tree
Jump on my roof top
Land on the open door
And we’ll be jolly friends
Forevermore

Say say oh playmate
Come out and dance with me
We’ll dance so happily
Under the twistee tree
Dance on my roof top
And by the kitchen door
And we’ll be jolly friends
Forevermore

Say say oh playmate
Come out and sing with me
We’ll sing so happily
Sing in the twistee tree
Sing on my roof top
Sing by the double door
And we’ll be jolly friends
Forevermore

Say say oh playmate
Come out and play with me
We’ll play so happily
I’ll climb the twistee tree
Jump on my roof top
Land on the open door
And we’ll be jolly friends
Forever more
And we’ll be jolly friends
Forevermore",clean
501,Put On A Happy Face,"Grey skies are gonna clear up
Put on a happy face
Brush off the clouds and cheer up
Put on a happy face
Take off the gloomy mask of tragedy
It’s not your style
You’ll look so good that
You’ll be glad ya’ decided to smile

Pick out a pleasant outlook
Stick out that noble chin
Wipe out that “full of doubt” look
Slap on a happy grin
And spread sunshine
All over the place
Just put on a happy face
Put on a happy face
Put on a happy face

Pick out a pleasant outlook
Stick out that noble chin
Wipe off that “full of doubt” look
Slap on a happy grin
And spread sunshine
All over the place
Just put on a happy face
Put on a happy face
Put on a happy face",clean
502,Put Your Little Foot Right There,"Put your little foot
Put your little foot
Put your little foot
Right there
Put your little foot
Put your little foot
Put your little foot
Right there

Chorus
Walk and walk and walk and walk
And turn
Walk and walk and walk and walk
And turn
Walk and walk and walk and walk
And turn
Walk and walk and walk and walk
And turn

Put your little hand
Put your little hand
Put your little hand
Right there
Put your little hand
Put your little hand
Put your little hand
Right there
Repeat Chorus

Put your little hip
Put your little hip
Put your little hip
Right there
Put your little hip
Put your little hip
Put your little hip
Right there

Repeat Chorus
Walk and walk and walk and walk
And turn
Walk and walk and walk and walk
And turn",clean
503,School Days,"School days, school days
Good old fashioned rule days
Reading and writing
And ‘rithmetic
Our teacher’s great
And we learn ’em quick
When we started school
If we only knew
All the great things
We’d learn from you
There’s so many things
That we can do
Now that we go to school",clean
504,Shortenin’ Bread,"Put on the skillet
Put on the lid
Grandma’s gonna make a
Little shortenin’ bread
That ain’t all
She’s gonna do
Grandma’s gonna make
A little coffee, too

Mike and Mary love
Shortenin’, shortenin’
Mike and Mary love
Shortenin’ bread
Mike and Mary love
Shortenin’, shortenin’
Mike and Mary love
Shortenin’ bread

Get out the butter
Get out the whisk
Grandma’s gonna scramble
Eggs so quick
That ain’t all
She’s gonna do
Grandma’s gonna fry
Some bacon, too

Mike and Mary like
Their eggs scrambled
Mike and Mary like
Bacon, too
Mike and Mary love
Their eggs scrambled
Mike and Mary like
Bacon, too

Our friend Sean loves
Hot cakes, hot cakes
Our friend Sean loves
Syrup, too
Our friend Sean loves
Hot cakes, hot cakes
Our friend Sean loves
Syrup, too

Get out the syrup
Get out the plates
Grandma’s gonna make about
A hundred cakes
That ain’t all
She’s gonna do
Grandma’s gonna grill
A little sausage, too

Everyone love fixin’ breakfast
Everyone loves eatin’ it too
Everyone loves fixin’ breakfast
Everyone loves eatin’ it too
Everyone loves fixin’ breakfast
Everyone loves eatin’ it too
Everyone loves fixin’ breakfast
Everyone loves eatin’ it too
Everyone loves fixin’ breakfast
Everyone loves eatin’ it too",clean
505,Simon Says,"Simon says to shake your arms
Simon says to jump up and down
Now you put your hands on your head
But I didn’t say Simon says
Gotcha!

Simon says to clap your hands
Simon says to stomp your feet
Now you put your hands on your legs
I didn’t say Simon says
Gotcha!

Listen to what I say
And do what I tell you to
But only when Simon says
But only when Simon says

Simon says to touch your knees
Simon says to stick out your tongue
Now you gotta turn around
I didn’t say Simons says
Gotcha!

Listen to what I say
And do what I tell you to
But only when Simon says
But only when Simon says

Simon says to wiggle your nose
Simon says to grab your ears
Now you gotta make a face
I didn’t say Simon says
Gotcha!
Gotcha!",clean
506,The Bus Song,"The people in the bus go up and down
Up and down, up and down
The people in the bus go up and down
All around the town

The wiper on the bus goes
Swish, swish, swish
Swish, swish, swish, swish, swish, swish
The wiper on the bus goes
Swish, swish, swish
All around the town

The brake on the bus goes
Roomp, roomp, roomp
Roomp, roomp, roomp
Roomp, roomp, roomp
The brake on the bus goes
Roomp, roompo, roomp
All around the town

The wheels on the bus go
Round and round
Round and round, round and round
The wheels on the bus go
Round and round
All around the town

The baby on the bus goes
Wah, wah, wah
Wah, wah, wah, wah, wah, wah
The baby on the bus goes
Wah, way, wah
All around the town

The bus is gonna bring you home again
Home again, home again
The bus is gonna bring you home again
At the end of the day
At the end of the day",clean
507,Ta-Ra-Ra-Boom-Dee-A,"We’ve been up and we’ve been down
Seeing all of Biggletown
All the new friends we did see
Playing oh so happily

Come with us and have some fun
Quick before our day is done
Join us as we sing our song
Everyone can sing along

Chorus:
Ta-ra-ra Boom-dee-a
Ta-ra-ra Boom-dee-a
Come join us when we say
Ta-ra-ra Boom-dee-a
Ta-ra-ra-Boom-dee-a
We made new friends today
We wish that we could stay
And now we’re on our way

Ruby, Billy, Freckles, too
They’ve made friends with me and you
Gonna make some fancy moves
Now we’ve got our dancing shoes

Repeat Chorus

We wish that we could stay
And now we’re on our way",clean
508,The More We Get Together,"The more we get together
Together, together
The more we get together
The happier we’ll be
Cause your friends are my friends
And my friends are your friends
The more we get together
The happier we’ll be

The more we play together
Together, together
The more we play together
The happier we’ll be
Cause your friends are my friends
And my friends are your friends
The more we play together
The happier we’ll be

The more we dance together
Together, together
The more we dance together
The happier we’ll be
Cause your friends are my friends
And my friends are your friends
The more we dance together
The happier we’ll be

The more we get together
Together, together
The more we get together
The happier we’ll be
Cause your friends are my friends
And my friends are your friends
The more we get together
The happier we’ll be
The more we get together
The happier we’ll be
The more we get together
The hap-pi-er we’ll be",clean
509,The Pumpkin Song,"We’re looking for our pumpkins, pumpkins here

It’s the pumpkin, pumpkin, pumpkin time of year

The farmer’s pumpkin patch is the place to be

Let’s go find some pumpkins for baby, you and me

Where’s my pumpkin hiding?

Here I am 

I’m the little round one

Will you take me home?

The farmer’s pumpkin patch is the place to be

Let’s go find some pumpkins for baby, you and me

We’re looking for our pumpkins, pumpkins here

It’s the pumpkin, pumpkin, pumpkin time of year

The farmer’s pumpkin patch is the place to be

Let’s go find some pumpkins for baby, you and me

Where ‘s my pumpkin hiding?

Here I am  

I’m the biggest tall one 

Will you take me home?

The farmer’s pumpkin patch is the place to be

Let’s go find some pumpkins for baby, you and me

We’re looking for our pumpkins, pumpkins here

It’s the pumpkin, pumpkin, pumpkin time of year

The farmer’s pumpkin patch is the place to be

Let’s go find some pumpkins for baby, you and me

Where’s my pumpkin hiding?

Here I am 

I’m the cutest round one

Will you take me home?

The farmer’s pumpkin patch is the place to be

Let’s go find some pumpkins for baby, you and me

for baby, you and me

for baby, you and me!!",clean
510,The Thing,"While I was walkin’ down the beach
One bright and sunny day
I saw a great big wooden box
A-floatin’ in the bay
I pulled it in and opened it up
And much to my surprise
Ooooh
I discovered a
(Stomp, stomp, stomp)
Right before my eyes
Ooooh
I discovered a
(Stomp, stomp, stomp)
Right before my eyes

I picked it up and ran to town
As happy as a king
I took it to a guy I knew
Who’d buy most anything
But this is what he hollered at me
As I walked in his shop
Ooooh
Get out of here with that
(Stomp, stomp, stomp)
Before I call a cop
Ooooh
Get out of here with that
(Stomp, stomp, stomp)
Before I call a cop

I turned around and got right out
A-runnin’ for my life
And then I took it home with me
To give it to my wife
But this is what she hollered at me
As I walked in the door
Ooooh
Get out of here with that
(Stomp, stomp, stomp)
And don’t come back no more
Get out of here with that
(Stomp, stomp, stomp)
And don’t come back no more

I wandered all around the town
Until I chanced to meet
Fred, the town policeman
Who was walking on his beat
He wasn’t scared of anything
He was a big brave man
But when I showed him the
(Stomp, stomp, stomp)
He turned around and ran
Ooooh
When I showed him the
(Stomp, stomp, stomp)
He turned around and ran

I wandered on for many years,
With my box in hand
I tried to give it away
To anyone in the land
They’d open the lid and take a look
And this is when they’d say
Get out of here with that
(Stomp, stomp, stomp)
And take it far away
Ooooh
Get out of here with that
(Stomp, stomp, stomp)
And take it far away

The moral of the story is,
If you’re out on the beach
And you should see a great big box
And it’s within your reach
Don’t ever stop and open it up
That’s my advice to you
Cause
You’ll never get rid of the
(Stomp, stomp stomp)
No matter what you do
Ooooh
You’ll never get rid of the
(Stomp, stomp, stomp)
No matter what you do
Ooooh
You’ll never get rid of the
(Stomp, stomp stomp)
No matter what you do",clean
511,There’s A Hole In My Bucket,"There’s a hole in my bucket
Dear Liza, dear Liza
Mend the hole then dear Willie
You silly mend it

With what shall I mend it
Dear Liza, dear Liza
With a straw then dear Willy
You silly with a straw

But the straw is too long
Dear Liza, dear Liza
Cut the straw then dear Willie
You silly cut the straw

With what shall I cut it
Dear Liza, dear Liza
With a knife then dear Willie
You silly with a knife

But the knife is too dull
Dear Liza, dear Liza
Whet the knife then dear Willie
You silly whet the knife

With what will I whet it
Dear Liza, dear Liza
With a stone then dear Willie
You silly with a stone

But the stone is too rough
Dear Liza, dear Liza
Smooth the stone then dear Willie
You silly smooth the stone

With what shall I smooth it
Dear Liza, dear Liza
With water dear Willie
You silly with water

In what shall I carry it
Dear Liza, dear Liza
In a bucket dear Willie
You silly in a bucket

But there’s a hole in my bucket
Dear Liza, dear Liza
Then mend it dear Willie
You silly mend it",clean
512,Up On The Housetop,"Up on the housetop
Reindeer pause,
Out jumps good old Santa Claus
Down through the chimney
With lots of toys
All for the little ones,
Christmas joys

Chorus:
Ho, ho, ho!
Who wouldn’t go
Ho, ho, ho!
Who wouldn’t go
Up on the housetop
Click, click, click
Down through the chimney
With good Saint Nick

First comes the stocking
Of little Nell
Oh, dear Santa fill it well
Give her a dolly that
Laughs and cries
One that will open and
Shut her eyes

Repeat chorus

Next comes the
Stocking of little Will
Oh just see what a glorious fill
Here is a hammer and lots of tacks
Also a ball and a whip that cracks

Repeat chorus",clean
513,Adventures In Biggleland,"We are the Biggles and we love you
Oh, we are the Biggles, do you love us, too?
Oh, we’ll make you giggle your cares away
Come on it’s time for us to play

We are your magic secret friends
And on us you can depend
Biggles can be big or small
And we’ll bring you here when you call

Let us take you by the hand
It’s adventure time in Biggleland
Keep us a secret if you can
Oh, oh

We love the Biggles, yes we do
Oh, we love the Biggles, you will too
Oh, they make us giggle our cares away
Come on it’s time for us to play

My name is Ruby and I love fun
My brother Billy’s the silly one
Little Freckles lives next door
So many places to explore

Let us take you by the hand
It’s adventure time in Biggleland
Keep us a secret if you can
Oh, oh

We are the Biggles, and we love you
Oh, we are the Biggles, do you love us, too?
Oh, we’re gonna giggle our cares away
Come on it’s time for us to play
",clean
514,Bumpin’ Up And Down,"Bumpin’ up and down in my
little red wagon
Bumpin’ up and down in my
little red wagon
Bumpin’ up and down in my
little red wagon
Having so much fun

Here come my friends in their little
red wagons
(Repeat as in verse one)

Look at me in my little red wagon
(Repeat as in verse one)

Pull me around in my little red wagon
(Repeat as in verse one)

Turn the corner in my little red wagon
(Repeat as in verse one)

Bumpin’ up and down in my
little red wagon
(Repeat as in verse one)
Having so much fun
We’re having so much fun",clean
515,Car Car Song (Riding In My Car),"Take you riding in my car, car
Take you riding in my car, car
Take you riding in my car, car
Take you riding in my car

Lock your door and buckle up
Lock your door and buckle up
Lock your door and buckle up
Take you riding in my car, car

Engine it goes brmmm, brmmm
Engine it goes brmmm, brmmm
Engine it goes brmmm, brmmm
Take you riding in my car, car

Take you riding in my car, car
Take you riding in my car, car
Take you riding in my car, car
Take you riding in my car

I’m gonna let you blow the horn
I’m gonna let you blow the horn
Take you riding in my car, car

Take you riding in my car, car
Take you riding in my car, car
Take you riding in my car, car
Take you riding in my car

Click clack open up the door, girls
Click clack open up the door, boys
Front door, back door clickety clack
Take you riding in my car

Take you riding in my car, car
Take you riding in my car, car
Take you riding in my car, c-a-a-a-r
Take you riding in my car",clean
516,Chickie Chickie Beat,"Hey there Professor, you’re a
real cool cat
You got a lot of this and a lot of that
We all think that you’re really neat
So come on down and do the chickie
chickie beat

Chorus:
Hands up chickie chickie
Chickie chickie-ee
Hands down chickie chickie
Chickie chickie-ee
Bam boom chickie chickie
Chickie chickie-ee
Spin around chickie chickie
Chickie chickie-ee

Hey there, Mikey, you’re a real cool cat
You got a lot of this and a lot of that
We all think that you’re really neat
So come on
down and do
the chickie
chickie beat

(Repeat Chorus)

Hey there, Katie, you’re a
real cool cat
You got a lot of this
and a lot of that
We all think that
you’re really neat
So come on down and do the
chickie chickie beat

(Repeat Chorus)",clean
517,Come On And Join In The Game,"Let everyone clap hands like me
(clap, clap)
It’s easy as easy can be
(clap, clap)
Come on and join in the game
You’ll find that it’s always the same
(clap, clap)

Let everyone kick like me
It’s easy as easy can be
Come on and join in the game
You’ll find that it’s always the same

Let everyone hop like me
It’s easy as easy can be
Come on and join in the game
You’ll find that it’s always the same

Let everyone jump like me
It’s easy as easy can be
Come on and join in the game
You’ll find that it’s always the same

Let everyone laugh like me
Its’ easy as easy can be
Come on and join in the game
You’ll find that it’s always the same

Come on and join in the game
You’ll find that it’s always the same
(clap, clap)",clean
